לְהִשְׁתַּקֵּף	lehiʃtaˈkef
עַמּוּד	aˈmud
לאיית	leʔaˈjet
הֶפֶךְ	ˈhefex
הצטננות	hitstaneˈnut
לְעַקֵּר	leʔaˈker
שִׁישִּׁי	ʃiˈʃi
לַצוּם	latˈsum
קֶטַע	ˈketa
לְהִסְתַּבֵּן	lehistaˈben
במקום	bimˈkom
שְׁמָרִים	ʃmaˈrim
גִיוּר	giˈjur
להוסיף	lehoˈsif
לְהַשְׁרִישׁ	lehaʃˈriʃ
לתכנת	letaxˈnet
דּוֹדָה	doˈda
עוֹשֵׁר	ˈoʃer
שְׁטִיחוֹן	ʃtiˈxon
להשבית	lehaʃˈbit
שִׂיחָה	siˈxa
להזדקק	lehizdaˈkek
גילוי	giˈluj
אירוסין	eruˈsin
עת	ˈet
לְאַכְלֵס	leʔaxˈles
דָּלוּחַ	daˈluax
רישוי	riˈʃuj
מִימּוּשׁ	miˈmuʃ
נַמֵל	naˈmel
חמולה	xaˈmula
לְפַזֵם	lefaˈzem
להיגזם	lehigaˈzem
קיצור	kitˈsur
להגדיר	lehagˈdir
שֶׁתֶל	ˈʃetel
לצפון	litsˈpon
סטטיסטיקה	staˈtistika
תַרְגוּם	tarˈgum
שִׁימּוּשִׁי	ʃimuˈʃi
להתעלק	lehitʔaˈlek
לְהִידָּרֵךְ	lehidaˈrex
לְשַׁסֵעַ	leʃaˈsea
תְאוּרַה	teʔuˈra
להרע	lehaˈrea
מזכיר	mazˈkir
טמון	taˈmun
מגע	maˈga
עַפִיצוּת	afitˈsut
לְהִתְייַקֵר	lehitjaˈker
שדה	sˈde
לְשַׁלֵחַ	leʃaˈleax
מַרְגֵּמָה	margeˈma
צַמַה	tsaˈma
פרעוש	parˈʔoʃ
חימצון	ximtˈsun
מֵכֵר	ˈmexer
לְטַהֵר	letaˈher
נוֹתָר	noˈtar
דְּלִיפָה	dliˈfa
לְהַגִיהַ	lehaˈgia
אַסִיר	aˈsir
גּוֹבַהּ	ˈgova
מְרַתֵק	meraˈtek
שַׁעַר	ˈʃaʔar
קש	ˈkaʃ
לְהוֹרִישׁ	lehoˈriʃ
פַּרַשַׁה	paraˈʃa
כְּתוֹצָאָה	ketotsaˈʔa
פַּרִיק	paˈrik
תורה	toˈra
מְעַצֵב	meʔatˈsev
להתקיף	lehatˈkif
כאילו	keˈʔilu
לִלְאוֹת	lilˈʔot
קַלוֹן	kaˈlon
לגרוב	ligˈrov
כותנה	kutˈna
לַחְשׁוֹשׁ	laxˈʃoʃ
מַטְקוֹת	matˈkot
מָחִיק	maˈxik
מְיוּבָּל	mejuˈbal
סָבוּךְ	saˈvux
לְהָפֵר	lehaˈfer
חכם	xaˈxam
עָמָל	aˈmal
דֵלֵק	ˈdelek
פַּח	ˈpax
הצהרה	hatʃaˈra
קולני	kolaˈni
חבוש	xaˈbuʃ
לְהִיגּוֹז	lehiˈgoz
לְהִשְׁתַגֵעַ	lehiʃtaˈgea
לְתַעְדֵף	letaʔaˈdef
הַאַרַקַה	haʔaraˈka
להתווכח	lehitvaˈkeax
כּוֹנָן	koˈnan
גְרַר	gˈrar
לְהִיסוֹב	lehiˈsov
אַלְסַאנַע	ʔalsaˈna
גְּרִיז	gˈriz
להתנצל	lehitnatˈsel
לִדְהוֹת	lidˈhot
פֵּתַע	ˈpeta
תְזוּנַה	tsuˈna
לאגד	leʔaˈged
פּוֹרֵעַ	poˈrea
לְסַלֵק	lesaˈlek
לֵאֵמוֹד	leʔeˈmod
מְשַׁווֵּעַ	meʃaˈvea
בְּמַצָּב	bemaˈtsav
דֶּלְפֵּק	delˈpek
לשלח	leʃaˈleax
אֲרִיכוּת	ariˈxut
קִנְייָן	kinˈjan
לְדַבֵּר	ledaˈber
שחר	ˈʃaxar
נַגָּר	naˈgar
עֵלְיוֹנוּת	eljoˈnut
לְגַשֵּׁר	legaˈʃer
תִנְייַנִי	tinjaˈni
רחפן	raxˈfan
מְשִׁילוּת	meʃiˈlut
גַבַּן	gaˈban
הקמת	hakaˈmat
דודה	doˈda
להישנות	lehiʃaˈnot
לדהות	lidˈhot
לְהַלִין	lehaˈlin
להיגזל	lehigaˈzel
חריץ	xaˈrits
גרזן	garˈzen
מצולה	metsuˈla
צַלוּל	tsaˈlul
חֲזָקָה	xazaˈka
לַצִבּוּר	latsiˈbur
לְחַסֵּן	lexaˈsen
הטיפול	hatiˈpul
לְקַלֵל	lekaˈlel
מבטא	mivˈta
תמריץ	tamˈrits
עדה	eˈda
עַגֵבֵת	aˈgevet
לִצְמוֹחַ	litsˈmoax
להסתיים	lehistaˈjem
מְסוּנְכְּרָן	mesunkˈran
הַזְמָנָה	hazmaˈna
דְעִיכַה	deʔiˈxa
להעריץ	lehaʔaˈrits
צַד	tˈsad
כָּרָגִיל	karaˈgil
הַשְׂכַּלַה	haskaˈla
לְהוֹשִׁיב	lehoˈʃiv
נָפוֹץ	naˈfots
משוואה	miʃvaˈʔa
כּוֹס	ˈkos
דַיי	ˈdaj
גַחְלִיל	gaxˈlil
אלסאנע	ʔalsaˈna
שׁוֹשֵׁלֵת	ʃoˈʃelet
להתמצק	lehitmatˈsek
אַגַס	aˈgas
סֵדֵר	ˈseder
בקרוב	bekaˈrov
לִפְרוֹץ	lifˈrots
לסכום	lisˈkom
להתעלם	lehitʔaˈlem
לְהִתְחַנֵּן	lehitxaˈnen
מִרְקַע	mirˈka
לְהִיווַּעֵד	lehivaˈʔed
סְטָטִיסְטִיקָה	staˈtistika
ויטמין	vitaˈmin
שקל	ˈʃekel
לְרַמוֹת	leraˈmot
צפירה	tsfiˈra
כוח	koˈax
נוֹשֵׂא	noˈse
חֲלִיפָה	xaliˈfa
סרעפת	sarˈʔefet
מחט	ˈmaxat
לְתַגְבֵּר	letagˈber
מַסוּר	maˈsur
הרשמה	harʃaˈma
לסרוט	lisˈrot
הֵפְקֵרוּת	hefkeˈrut
להעליב	lehaʔaˈliv
מסד	maˈsad
לִבְחוֹר	livˈxor
תַאַרִיךְ	taʔaˈrix
חוֹלֵה	xoˈle
הֶפְסֵק	hefˈsek
לפעור	lifˈʔor
כּוֹנַן	koˈnan
תחבורה	taxbuˈra
תַּרְגּוּם	tarˈgum
קַרוּעַ	kaˈrua
צָבוּעַ	tsaˈvua
חרטט	xarˈtat
פַּעַמוֹן	paʔaˈmon
חַרְסִית	xarˈsit
עַצֵרֵת	atˈseret
אתמול	etˈmol
להיכלם	lehikaˈlem
מְבָרֵךְ	mevaˈrex
ילדה	jalˈda
מֵיזַם	meˈzam
אַתְּ	ˈat
שְׁבִיעִי	ʃviˈʔi
שֵׁקֵר	ˈʃeker
פִּיזּוּר	piˈzur
לחפש	lexaˈpes
לכוד	laˈxud
פְּרִיט	pˈrit
עֶרֶשׂ	ˈeres
לְהִיווָּצֵק	lehivatˈsek
לִרְדוֹת	lirˈdot
לווסת	levaˈset
לְהָנִיף	lehaˈnif
עֵמֶק	ˈemek
לְשַׁסֵף	leʃaˈsef
אמרה	imˈra
שַׁלָּט	ʃaˈlat
בְּהֶחְלֵט	behexˈlet
בחירה	bxiˈra
לְזַגֵג	lezaˈgeg
מַפּוּחַ	maˈpuax
לייחל	lejaˈxel
יריד	jaˈrid
מַהַלַךְ	mahaˈlax
לְהַנְדֵּס	lehanˈdes
בחורה	baxuˈra
ייסוד	jiˈsud
קְבוּצַה	kvutˈsa
פרוד	paˈrud
לְהִילַחֵץ	lehilaˈxets
תְחוּלַה	txuˈla
הַפָּלָה	hapaˈla
פִּיגוּם	piˈgum
לְהִיזָּרֵק	lehizaˈrek
מְסוּיָּם	mesuˈjam
לפרגן	lefarˈgen
פַּרְשָׁנוּת	parʃaˈnut
לפעול	lifˈʔol
לעכב	leʔaˈkev
לשלם	leʃaˈlem
פַּזִיז	paˈziz
לשוט	laˈʃut
לִשְׁרוֹת	liʃˈrot
תופעה	tofaˈʔa
להיצבט	lehitsaˈvet
פְּצִיעָה	ptsiˈʔa
להתלכד	lehitlaˈked
לְהַעֲבִיד	lehaʔaˈvid
הַפוּךְ	haˈfux
כרפס	karˈpas
הִשְׁתַלְשְׁלוּת	hiʃtalʃeˈlut
מזוזה	mezuˈza
לַהֵן	laˈen
כָּפִיף	kaˈfif
להיעטר	leheʔaˈter
מועצה	moʔatˈsa
שְׁנִינוּת	ʃniˈnut
הַקְלַטַה	haklaˈta
לְהִצְטַדֵק	lehitstaˈdek
רוֹתֵם	ˈrotem
לְהִישָּׂרֵךְ	lehisaˈrex
אָצִיל	atˈsil
הִתְרַגְשׁוּת	hitragˈʃut
לְהִשְׂתַרֵר	lehistaˈrer
אַתֵן	aˈten
תעתיק	taʔaˈtik
לְהִתְכַּנֵּס	lehitkaˈnes
להתאסלם	lehitʔasˈlem
מֵיכָלִית	mexaˈlit
שִׁרְיוֹן	ʃirˈjon
רֶכֶשׁ	ˈrexeʃ
מַעֲמָד	maʔaˈmad
סִיכּוּל	siˈkul
לְבַטֵחַ	levaˈteax
נִינּוֹחַ	niˈnoax
עגור	aˈgur
לִתְהוֹת	litˈhot
רְווַיַה	revaˈja
הרס	ˈheres
הַגִייַה	hagiˈja
צהוב	tsaˈhov
אַרְנַק	arˈnak
נֵצַח	ˈnetsax
ואתם	veaˈtem
כַּת	ˈkat
לִדְמוֹעַ	lidˈmoa
להתבקש	lehitbaˈkeʃ
זחיח	zaˈxiax
צַרְכַנוּת	tsarxaˈnut
אלוה	eˈloa
לִקְדוֹר	likˈdor
בִּזְמַן	bizˈman
הַזְהָרָה	hazhaˈra
מְכוֹנַאוּת	mexonaˈʔut
גו	ˈgev
שְׂבִיעַה	sviˈʔa
תוֹתַח	toˈtax
לחון	laˈxon
בִּיקוֹרְתִי	bikorˈti
לְהֵיחָקֵר	lehexaˈker
אַלִים	aˈlim
קָדוֹשׁ	kaˈdoʃ
לִמְלֹאת	limˈlot
צג	tˈsag
דִבְרֵי	divˈrej
יַרוֹק	jaˈrok
חשש	xaˈʃaʃ
הִתְייַבְּשׁוּת	hitjabˈʃut
לְהֵיחָרֵץ	lehexaˈrets
התנצלות	hitnatsˈlut
להחשות	lehaxaˈʃot
ריאה	reˈʔa
הפגנה	hafgaˈna
לְזַגְזֵג	lezagˈzeg
כַּהַלַכַה	kahalaˈxa
מַאַפִיַה	maʔafiˈja
רַווָּק	raˈvak
גְּלִילָה	gliˈla
שִׁכְמַה	ʃixˈma
מִשְׁאַלַה	miʃʔaˈla
לקרב	lekaˈrev
פִּלְפֵּל	pilˈpel
לְלַמֵד	lelaˈmed
מֶחְלָף	mexˈlaf
לדווח	ledaˈveax
מְאַווְרֵר	meʔavˈrer
לקדום	likˈdom
אבחנה	avxaˈna
לְהִתְגַייֵר	lehitgaˈjer
קקאו	kaˈkaʔo
שַׁפוּי	ʃaˈfuj
גָּלוּת	gaˈlut
להטריף	lehatˈrif
לְנַקֵר	lenaˈker
קַלְדַן	kalˈdan
נוֹזֵל	noˈzel
להתחמם	lehitxaˈmem
תַּדְהֵמָה	tadheˈma
שׁוֹחֵר	ʃoˈxer
קילקול	kilˈkul
הִזְדַווְּגוּת	hizdavˈgut
לחטוא	laxaˈto
לחוג	laˈxug
לִרְזוֹת	lirˈzot
רָצִיתִי	raˈtsiti
חמרמורת	xamarˈmoret
מֵצַח	ˈmetsax
לְרַסֵס	leraˈses
חֲגִיגִי	xagiˈgi
דִיוּר	diˈjur
התפוררות	hitporeˈrut
כָּפָן	kaˈfan
חדש	xaˈdaʃ
לידה	leˈda
לזכור	lizˈkor
עַצֵל	atˈsel
להתקלקל	lehitkalˈkel
ליעוף	liˈʔof
הֵיוֹת	heˈjot
לְהִתְחַטֵּא	lehitxaˈte
גֵבַע	ˈgeva
הִתְאוֹשְׁשׁוּת	hitʔoʃeˈʃut
אוֹרֵז	ˈorez
לצדוק	litsˈdok
סָמוּי	saˈmuj
לְחַכּוֹת	lexaˈkot
מוכנים	muxaˈnim
לַלוּשׁ	laˈluʃ
רעידה	reʔiˈda
לִטְרוֹחַ	litˈroax
עֲתִידוֹת	atiˈdot
לְמַמֵּשׁ	lemaˈmeʃ
יָשָׁן	jaˈʃan
לְהִתְקַלֵחַ	lehitkaˈleax
להחיש	lehaˈxiʃ
כְּפָפָה	kfaˈfa
מַסוֹק	maˈsok
נְחִיל	neˈxil
צריח	tsˈriax
גְּלוּפָה	gluˈfa
שליף	ʃˈlif
כְּרִייָּה	kriˈja
אוֹפְייַן	ofˈjan
מצוף	matˈsof
לִנְבּוֹחַ	linˈboax
להרשות	leharˈʃot
לטהור	litˈhor
מחסה	maxaˈse
יְהַב	jeˈhav
לקפוץ	likˈpots
תיקתוק	tikˈtuk
אֵימַה	eiˈma
אֲדַמְדַּם	adamˈdam
קַלַע	kaˈla
שִׁגְרַתִי	ʃigraˈti
מְחוּנַן	mexuˈnan
עוין	oˈjen
ניטור	niˈtur
מַאֲגָר	maʔaˈgar
בַּאַרִיכוּת	baʔariˈxut
עֵרֶךְ	ˈerex
לַעַרוֹךְ	laʔaˈrox
לשדוד	liʃˈdod
לְהִצְטַרֵךְ	lehitstaˈrex
לְנַווֵּן	lenaˈven
לְייַעֵל	lejaˈʔel
חַלוּל	xaˈlul
לָעוּף	laˈʔuf
לתור	laˈtur
מַשְׁבֵּר	maʃˈber
נסיכה	nesiˈxa
תשועה	tʃuˈʔa
עוֹנַה	oˈna
למרוט	limˈrot
בַּה	ba
שַׁנְהֶבֶת	ʃanˈhevet
להתבקע	lehitbaˈkea
לְהִיגָּמֵר	lehigaˈmer
לִרְפּוֹא	lirˈpo
לְהַתְעוֹת	lehatˈʔot
לְקַרְקֵף	lekarˈkef
עַפְעַַף	afˈʔaf
חודשי	xodˈʃi
עדות	eˈdut
לְהֵיאָגֵד	leheʔaˈged
לָחוֹף	laˈxof
חֶבְרָתִי	xevraˈti
חֶלְבּוֹן	xelˈbon
חיסיון	xisaˈjon
התמכרות	hitmakˈrut
לַעַרוֹם	laʔaˈrom
לְהִתְקַדֵשׁ	lehitkaˈdeʃ
צופן	tˈsofen
אַמְבַּטְיָה	amˈbatja
עֲדִיפוּת	adiˈfut
הַרְפָּיָה	harpaˈja
הַדְבַּרַה	hadbaˈra
חברותי	xavruˈti
מיכלית	mexaˈlit
שְׁנִינַה	ʃniˈna
כפיף	kaˈfif
לְהִשְׁתַמֵר	lehiʃtaˈmer
אֲנַחְנוּ	anaxˈnu
בְּמִקְרֵה	bemikˈre
מַצֶּגֶת	matˈseget
מקלדת	mikˈledet
כיבוש	kiˈbuʃ
זַכְייַן	zaxˈjan
לַחֲרוֹד	laxaˈrod
מֶמְשָׁלָה	memʃaˈla
לְהַשְׁרוֹת	lehaʃˈrot
לְהַשְׁכִּין	lehaʃˈkin
הירהור	hirˈhur
לְרַבֵּעַ	leraˈbea
הלבשה	halbaˈʃa
יַעַר	ˈjaʔar
טיח	ˈtiax
הערצה	haʔaratˈsa
מאמץ	maʔaˈmats
להמשיג	lehamˈsig
רַעוּעַ	raˈʔua
מוּכָנִים	muxaˈnim
לְהַקְטִיר	lehakˈtir
הַבְדַלַה	havdaˈla
לקדור	likˈdor
מיסוי	miˈsuj
לִכְפּוֹר	lixˈpor
להימוס	lehiˈmos
חַנוּכִּייַה	xanukiˈja
חַכַם	xaˈxam
אַצִיל	atˈsil
לְחַבֵּק	lexaˈbek
לפרמט	lefarˈmet
לִפְשׁוֹט	lifˈʃot
צבאי	tsvaˈʔi
גַּחְלִיל	gaxˈlil
קיקיון	kikaˈjon
אֶלֶף	ˈelef
לְסַייֵּד	lesaˈjed
עָסוּק	aˈsuk
שורשון	ʃorˈʃon
חָמוֹת	xaˈmot
אֵנוֹשִׁי	enoˈʃi
זְרִימַה	zriˈma
תְשׁוּקַה	tʃuˈka
עַבוּר	aˈvur
מחסן	maxˈsan
לְאַגֵּד	leʔaˈged
פֶּסֶק	ˈpesek
שווא	ˈʃav
לִגְשׁוֹר	ligˈʃor
קֵיבַה	keiˈva
סוֹלַן	soˈlan
הִיא	ˈhi
לְשֵׁעַבַר	leʃeʔaˈvar
נַסִיךְ	naˈsix
לְכַתֵּר	lexaˈter
לְצַחֵק	letsaˈxek
אשכול	eʃˈkol
אִישִׁים	iˈʃim
בְּיִשְׂרַאֵל	bejisraˈel
לְקַדֵד	lekaˈded
לְהִשְׁתּוֹקֵק	lehiʃtoˈkek
אֶרֶץ	ˈerets
להוקיע	lehoˈkia
קוֹטֵב	ˈkotev
שָׁזוּף	ʃaˈzuf
מִסְמָךְ	misˈmax
הַשְׁגָּחָה	haʃgaˈxa
לשסע	leʃaˈsea
לְשַׁחְרֵר	leʃaxˈrer
תֹכְנִיוֹת	toxniˈjot
שׁוֹרְשׁוֹן	ʃorˈʃon
להיכלא	lehikaˈle
לְגַפֵּף	legaˈpef
הוֹרַאַה	horaˈʔa
לפתות	lefaˈtot
גַעְשִׁיוּת	gaʔaʃiˈjut
נוֹד	ˈnod
ראשונה	riʃoˈna
לסכל	lesaˈkel
בִּטַחוֹן	bitaˈxon
בְּחִירָה	bxiˈra
צָמוּד	tsaˈmud
מַמְזֵר	mamˈzer
חַרוֹן	xaˈron
התכווצות	hitkavtˈsut
זְרִיחָה	zriˈxa
לְחַזֵּק	lexaˈzek
לְפַסְטֵר	lefasˈter
לכייל	lexaˈjel
ליקוד	liˈkod
יהדות	jahaˈdut
זֵיעַה	zeˈʔa
קִיצּוּץ	kitˈsuts
ניקוד	niˈkud
מְאוּבַּן	meʔuˈban
לחלום	laxˈlom
שֵׁנִית	ʃeˈnit
כּוּתְנַה	kutˈna
שַׁחְצַן	ʃaxtˈsan
אימוץ	iˈmuts
השכרה	haskaˈra
גַרוֹן	gaˈron
לְהֵיהַרֵס	lehehaˈres
להשכים	lehaʃˈkim
לְהִצְטַנֵּף	lehitstaˈnef
מְכוּלַה	mexuˈla
לֶאֱנוֹס	leʔeˈnos
עֲצִירוּת	atsiˈrut
תְכִיפוּת	txiˈfut
יֵצֵר	ˈjetser
לַעֲזֹר	laʔaˈzor
לְהִתְגַנְדֵר	lehitganˈder
לבשם	levaˈsem
אִימוּץ	iˈmuts
להמיר	lehaˈmir
גנטי	geˈneti
רסיס	reˈsis
ממותק	memuˈtak
התקהלות	hitkahaˈlut
לְהִישַׁכֵב	lehiʃaˈxev
תוכן	ˈtoxen
יַפְיוּף	jafˈjuf
מַסָּד	maˈsad
סופי	soˈfi
אספן	asˈfan
חַתוּךְ	xaˈtux
להתלהט	lehitlaˈhet
לְהַזְעִיף	lehazˈʔif
מִשְׁגַל	miʃˈgal
לְהַסִּיעַ	lehaˈsia
הסתיגות	histajˈgut
תַּלְמוּד	talˈmud
להתמסד	lehitmaˈsed
זקן	zaˈkan
מָקוֹר	maˈkor
לְהִתְחַתֵךְ	lehitxaˈtex
אֵגְרוֹף	egˈrof
לְהִתְגוֹשֵׁשׁ	lehitgoˈʃeʃ
מִרְקַחַת	mirˈkaxat
גִּילְדָּה	ˈgilda
להתחכך	lehitxaˈkex
לְהַמֵּם	lehaˈmem
להיכתב	lehikaˈtev
קדחת	kaˈdaxat
תושב	toˈʃav
הבל	ˈhevel
תַּמְרוּק	tamˈruk
לְייַסֵר	lejaˈser
למחות	lemaˈxot
קָלוּשׁ	kaˈluʃ
שָׁנִי	ʃaˈni
לִשְׁחוֹק	liʃˈxok
אַלוּף	aˈluf
חַבִיתַה	xaviˈta
לגמד	legaˈmed
לְרַנֵן	leraˈnen
מֵלְצַר	meltˈsar
אוּמָּנוּת	umaˈnut
מֵיטַבִי	metaˈvi
להשביע	lehasˈbia
לְהִסְתַרֵק	lehistaˈrek
לְהַבְהִיר	lehavˈhir
להיירות	lehijaˈrot
הַחְלַטוֹת	haxlaˈtot
מקל	maˈkel
לְהִיקַטֵעַ	lehikaˈtea
מיקום	miˈkum
לענין	laʔinˈjan
לחרוף	laxˈrof
בִּיצִירָתִיּוּת	bitsiratiˈjut
לְנַשֵּׁף	lenaˈʃef
שגיאה	ʃgiˈʔa
תְּפִישָׂה	tfiˈsa
מִישׁוּשׁ	miˈʃuʃ
איות	iˈjut
לְהֵיאָסֵר	leheʔaˈser
לִקְלוֹט	likˈlot
הוללות	holeˈlut
דּוּגְמָן	dugˈman
לְבַזּוֹת	levaˈzot
להטיס	lehaˈtis
שִׁלְייַנִי	ʃiljaˈni
לצלול	litsˈlol
אַגְרַה	agˈra
פָּן	ˈpan
לְהַגְלוֹת	lehagˈlot
עמוק	aˈmok
ציבורי	tsibuˈri
תַדִיר	taˈdir
עַגוּם	aˈgum
כּוּתְנָה	kutˈna
צוּרַה	tsuˈra
לְהַאֲדִים	lehaʔaˈdim
מְבַקְשִׁים	mevakˈʃim
רַצִיתִי	raˈtsiti
לְתַקְשֵׁר	letakˈʃer
לסרב	lesaˈrev
מעכשיו	meʔaxˈʃav
סבירות	sviˈrut
לְהַרְצוֹת	lehartˈsot
מְסוּכָּן	mesuˈkan
לְהַרְקִיב	leharˈkiv
להושיע	lehoˈʃia
יִישׁוּר	jiˈʃur
הִתְנַצְלוּת	hitnatsˈlut
חמצן	xamtˈsan
בינוי	biˈnuj
וַעֲדָה	vaʔaˈda
שָׁעוֹן	ʃaˈʔon
לְהַגֵר	lehaˈger
צְפוֹנִי	tsfoˈni
סדרן	sadˈran
הִינֵה	hiˈne
לְהִיקָּנוֹת	lehikaˈnot
צִיּוּר	tsiˈjur
תרחיץ	tarˈxits
אוּכְלוּסִיַה	uxlusiˈja
חֵירוּם	xeˈrum
נִיכּוּר	niˈkur
לנגוה	linˈgoa
התלהבות	hitlahaˈvut
שַׁמוּר	ʃaˈmur
מְחַלֵּק	mexaˈlek
מועמד	moʔoˈmad
לְגָרֵד	legaˈred
נַפִיץ	naˈfits
לְחִיצַה	lexitˈsa
סִימָן	siˈman
לִנְאוֹק	linˈʔok
הֲגִירָה	hagiˈra
לְהִתְפַּלֵל	lehitpaˈlel
קֶצֶב	ˈketsev
מְכוֹנַאי	mexoˈnaj
לְהַעֲשִׁיר	lehaʔaˈʃir
דְפִיקַה	dfiˈka
תחום	tˈxum
קְעַרַה	keʔaˈra
חַפִיפַה	xafiˈfa
זהה	zeˈhe
לִשְׁכּוֹל	liʃˈkol
לְפַרְסֵם	lefarˈsem
להתעייר	lehitʔaˈjer
חוּפַּה	xuˈpa
אַלְחוּטִי	alxuˈti
רֵצַח	ˈretsax
תְמוּרַה	tmuˈra
תפארת	tifˈʔeret
עוֹנָה	oˈna
איסור	iˈsur
מִשְׁקָל	miʃˈkal
תּוֹכְנָה	toxˈna
עַלוּם	aˈlum
קופאי	kuˈpaj
תאנה	teʔeˈna
איתחול	itˈxul
לרגון	lirˈgon
במה	baˈma
מגירה	megeˈra
תִסְמוֹנֵת	tisˈmonet
עוֹרְרִין	oreˈrin
הרחבה	harxaˈva
מְנוּסֵה	menuˈse
שׁוּרָה	ʃuˈra
שָׁעָה	ʃaʔa
שַׁחְצָן	ʃaxtˈsan
תינוק	tiˈnok
מכה	maˈka
תַּןּ	ˈtan
לִקְדּוֹר	likˈdor
חוצב	xotˈsev
צרחה	tsraˈxa
צפונה	tsaˈfona
הִתְייַקְרוּת	hitjakˈrut
מִדֵּי	miˈdaj
לְהִיקָּשֵׁר	lehikaˈʃer
לתחום	litˈxom
מִשְׁאָלָה	miʃʔaˈla
לְפַרֵק	lefaˈrek
כוונה	kavaˈna
לְאַרֵר	leʔaˈrer
גדול	gaˈdol
לפחד	lefaˈxed
לַחְנוֹט	laxˈnot
לִבְלוֹט	livˈlot
אֱמוּנָה	emuˈna
לְמַלֵט	lemaˈlet
פתח	ˈpetax
שִׁירְיוּן	ʃirˈjun
חֲלָבִי	xalaˈvi
חימום	xiˈmum
חליפה	xaliˈfa
להיבצר	lehibatˈser
ייצוא	jitˈsu
מַחְבָת	maxˈvat
הַכִי	haˈxi
מִצְווָה	mitsˈva
קביעות	kviˈʔut
בתור	beˈtor
בְּעִנְיַן	beʔinˈjan
חָשׁוּב	xaˈʃuv
פעוט	paˈʔot
מדינה	mediˈna
זֵיעָה	zeˈʔa
לְמָרֵק	lemaˈrek
נֶבֶג	ˈneveg
דקל	ˈdekel
לְחָרֵף	lexaˈref
לְעַגֵן	leʔaˈgen
לֶאֱכוֹל	leʔeˈxol
ל	le
מִגְדַר	migˈdar
פועל	poˈʔel
גַּבָּן	gaˈban
לְהִיכָּבֵשׁ	lehikaˈveʃ
לְתַחְמֵן	letaxˈmen
סקירה	skiˈra
לְהִתְרַשֵּׁם	lehitraˈʃem
נֵטֵף	ˈnetef
לְהִתְגַייֵס	lehitgaˈjes
לִמְצוֹת	limtˈsot
יַחֲסִי	jaxaˈsi
אזרח	ezˈrax
דַּחְייָן	daxˈjan
לְהִתְקוֹטֵט	lehitkoˈtet
סַגוּר	saˈgur
מצת	matˈsat
סַהֲרוֹן	sahaˈron
חַדְשַׁנִי	xadʃaˈni
לתזמן	letazˈmen
להינזק	lehinaˈzek
זֵפֵת	ˈzefet
שְׁלֵמוּת	ʃleˈmut
חוקה	xuˈka
שַׁעַווַה	ʃaʔaˈva
זִיקִּית	ziˈkit
כָּרֵס	kaˈres
עַלוֹן	aˈlon
מומחה	mumˈxe
חוֹרֶף	ˈxoref
להתחלחל	lehitxalˈxel
לְהַרְגִיעַ	leharˈgia
ציוד	tsiˈjud
מֵיכַלִית	mexaˈlit
רְשִׁימָה	reʃiˈma
שעון	ʃaˈʔon
לְזַקֵק	lezaˈkek
איש	ˈiʃ
תשיעי	tʃiˈʔi
קֶצֶר	ˈketser
רֵשֵׁף	ˈreʃef
ללקט	lelaˈket
מְרִיבָה	meriˈva
שטרודל	ʃtˈrudel
לנקוע	linˈkoa
משאל	miʃˈʔal
לְאוֹשֵׁשׁ	leʔoˈʃeʃ
פֶּרֶא	ˈpere
לְעַכֵּל	leʔaˈkel
תּוֹכֵחָה	toxeˈxa
נְייַר	neˈjar
חוויה	xavaˈja
קִדְמִי	kidˈmi
הַשַׂמַה	hasaˈma
לְהִתְהַדֵר	lehithaˈder
תְּפִילָּה	tfiˈla
יָתֵד	jaˈted
זָר	ˈzar
פָּרָה	paˈra
לִבְלוֹם	livˈlom
מַנְגוֹ	ˈmango
לְהִישָּׁאֵף	lehiʃaˈʔef
לְהַכְחִישׁ	lehaxˈxiʃ
לְהַגִיחַ	lehaˈgiax
סֵלֵק	ˈselek
לְשֶׁעָבַר	leʃeʔaˈvar
לְפַצֵל	lefatˈsel
אף	ˈaf
לכתר	lexaˈter
הַשְׁחָרָה	haʃxaˈra
נַתִיב	naˈtiv
נַווָּד	naˈvad
להתנכל	lehitnaˈkel
מִלְכַתְחִילַה	milexatxiˈla
לְהֵיחָשֵׂף	lehexaˈsef
מאתיים	maˈtajim
עתידות	atiˈdot
רווי	raˈvuj
אַפְלָיָה	aflaˈja
מחרשה	maxreˈʃa
לְהִתְעַקֵּל	lehitʔaˈkel
לכנס	lexaˈnes
משטרה	miʃtaˈra
מַחֹרַתַייִם	moxoraˈtajim
רצוץ	ratˈsuts
להיאבק	leheʔaˈvek
לְהִתְעַבּוֹת	lehitʔaˈbot
מיליארד	milˈjard
פְּתִיחַה	ptiˈxa
פַּטִישׁ	paˈtiʃ
לְהִשְׁתַּפֵּךְ	lehiʃtaˈpex
לִפְשׂוֹק	lifˈsok
להתרטב	lehitraˈtev
לְהוֹשִׁיב	lehoˈʃiv
צינוק	tsiˈnok
לְייַעֵד	lejaˈʔed
הילוך	hiˈlux
להתנצר	lehitnatˈser
מחיאה	mexiˈʔa
לְשַׁחְרֵר	leʃaxˈrer
פַּטוּר	paˈtur
ברם	bˈram
להיאשם	leheʔaˈʃem
רַמַאי	raˈmaj
לְנָאֵץ	lenaˈʔets
לְהִתְחַזֵק	lehitxaˈzek
תקע	ˈteka
דּוּדָא	duˈda
הוֹן	ˈhon
